Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.138E-01, 1.509E+01, 6.981E+00, 1.164E+01, 3.915E+00, 3.130E+00, 8.782E-01, 5.652E-03, 6.911E+00, 1.040E+00, 5.516E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.026E+01
