Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.076E-01, 1.541E+01, 6.771E+00, 1.198E+01, 4.196E+00, 3.610E+00, 8.783E-01, 5.240E-03, 8.497E+00, 1.106E+00, 1.036E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.360E+01
